date,region,product,units_sold,price,revenue
2025-06-24,South,Laptop,2,2000,4000
2025-06-24,East,Tablet,18,8000,144000
2025-06-25,South,Laptop,7,15000,105000
2025-06-25,North,Tablet,7,2000,14000
2025-06-25,West,Mobile,19,2000,38000
2025-06-26,South,Mobile,7,15000,105000
2025-06-26,South,Headphones,8,15000,120000
2025-06-26,North,Headphones,3,15000,45000
2025-06-27,North,Tablet,6,15000,90000
2025-06-27,East,Headphones,13,15000,195000
2025-06-27,West,Mobile,5,2000,10000
2025-06-27,East,Headphones,8,25000,200000
2025-06-27,West,Mobile,3,25000,75000
2025-06-28,North,Mobile,3,25000,75000
2025-06-28,South,Mobile,12,25000,300000
2025-06-28,South,Laptop,3,25000,75000
2025-06-28,East,Mobile,8,25000,200000
2025-06-28,West,Mobile,4,15000,60000
2025-06-29,North,Tablet,15,15000,225000
2025-06-29,East,Headphones,10,25000,250000
2025-06-30,North,Tablet,16,2000,32000
2025-06-30,North,Headphones,12,2000,24000
2025-06-30,West,Tablet,16,25000,400000
2025-07-01,East,Headphones,19,2000,38000
2025-07-01,South,Laptop,8,2000,16000
2025-07-02,North,Laptop,6,25000,150000
2025-07-02,South,Headphones,7,2000,14000
2025-07-02,North,Laptop,16,2000,32000
2025-07-02,South,Headphones,2,15000,30000
2025-07-02,South,Headphones,1,8000,8000
2025-07-03,North,Mobile,9,15000,135000
2025-07-03,South,Tablet,9,15000,135000
2025-07-03,East,Tablet,4,25000,100000
2025-07-04,South,Tablet,11,8000,88000
2025-07-04,South,Headphones,5,2000,10000
2025-07-04,South,Headphones,15,15000,225000
2025-07-04,South,Mobile,18,15000,270000
2025-07-05,South,Headphones,10,25000,250000
2025-07-05,South,Mobile,3,2000,6000
2025-07-05,East,Headphones,14,15000,210000
2025-07-05,East,Laptop,3,25000,75000
2025-07-06,South,Tablet,18,25000,450000
2025-07-06,West,Mobile,10,15000,150000
2025-07-06,South,Laptop,1,2000,2000
2025-07-06,East,Mobile,1,25000,25000
2025-07-07,South,Mobile,3,8000,24000
2025-07-07,North,Mobile,13,15000,195000
2025-07-07,South,Headphones,2,2000,4000
2025-07-07,North,Tablet,4,15000,60000
2025-07-07,West,Headphones,13,8000,104000
2025-07-08,West,Mobile,6,2000,12000
2025-07-08,North,Tablet,2,2000,4000
2025-07-08,East,Tablet,19,15000,285000
2025-07-09,South,Mobile,2,25000,50000
2025-07-09,East,Mobile,15,15000,225000
2025-07-09,East,Tablet,9,8000,72000
2025-07-09,North,Laptop,14,8000,112000
2025-07-10,West,Headphones,1,2000,2000
2025-07-10,West,Tablet,8,15000,120000
2025-07-10,North,Tablet,4,2000,8000
2025-07-10,South,Tablet,18,8000,144000
2025-07-11,West,Tablet,3,8000,24000
2025-07-11,East,Headphones,14,8000,112000
2025-07-12,North,Mobile,5,25000,125000
2025-07-12,East,Mobile,6,8000,48000
2025-07-13,South,Tablet,7,15000,105000
2025-07-13,North,Laptop,18,15000,270000
2025-07-14,North,Mobile,5,15000,75000
2025-07-14,West,Headphones,17,8000,136000
2025-07-15,West,Tablet,4,25000,100000
2025-07-15,West,Headphones,18,2000,36000
2025-07-16,North,Laptop,6,25000,150000
2025-07-16,North,Mobile,13,15000,195000
2025-07-16,North,Headphones,17,2000,34000
2025-07-16,North,Laptop,1,25000,25000
2025-07-17,West,Laptop,1,25000,25000
2025-07-17,South,Mobile,8,15000,120000
2025-07-17,West,Tablet,2,2000,4000
2025-07-17,East,Mobile,8,15000,120000
2025-07-17,East,Laptop,13,8000,104000
2025-07-18,West,Headphones,1,8000,8000
2025-07-18,North,Headphones,13,2000,26000
2025-07-19,East,Tablet,1,15000,15000
2025-07-19,East,Headphones,3,2000,6000
2025-07-20,North,Headphones,8,25000,200000
2025-07-20,East,Mobile,4,8000,32000
2025-07-21,East,Tablet,7,8000,56000
2025-07-21,West,Tablet,11,25000,275000
2025-07-21,North,Laptop,8,2000,16000
2025-07-21,South,Mobile,15,2000,30000
2025-07-21,West,Headphones,17,8000,136000
2025-07-22,West,Headphones,9,25000,225000
2025-07-22,East,Mobile,3,15000,45000
2025-07-22,West,Mobile,4,25000,100000
2025-07-22,North,Laptop,18,25000,450000
2025-07-22,North,Headphones,12,8000,96000
2025-07-23,South,Mobile,13,15000,195000
2025-07-23,West,Tablet,16,2000,32000
2025-07-23,West,Headphones,2,8000,16000
2025-07-23,South,Tablet,17,2000,34000
2025-07-23,South,Tablet,9,15000,135000
2025-07-24,East,Mobile,18,25000,450000
2025-07-24,West,Mobile,12,2000,24000
2025-07-24,East,Mobile,17,2000,34000
2025-07-24,North,Tablet,7,15000,105000
2025-07-24,West,Laptop,15,25000,375000
2025-07-25,North,Mobile,8,25000,200000
2025-07-25,West,Mobile,7,8000,56000
2025-07-26,West,Tablet,11,15000,165000
2025-07-26,South,Headphones,13,25000,325000
2025-07-26,South,Laptop,15,2000,30000
2025-07-26,East,Mobile,15,8000,120000
2025-07-26,East,Headphones,12,15000,180000
2025-07-27,East,Laptop,1,2000,2000
2025-07-27,East,Tablet,19,8000,152000
2025-07-27,North,Mobile,7,2000,14000
2025-07-28,North,Headphones,5,8000,40000
2025-07-28,West,Mobile,16,2000,32000
2025-07-28,North,Headphones,5,8000,40000
2025-07-28,North,Headphones,8,8000,64000
2025-07-29,West,Mobile,2,8000,16000
2025-07-29,North,Mobile,14,8000,112000
2025-07-29,East,Tablet,2,15000,30000
2025-07-29,West,Laptop,9,2000,18000
2025-07-29,West,Mobile,10,25000,250000
2025-07-30,South,Headphones,17,25000,425000
2025-07-30,South,Laptop,2,15000,30000
2025-07-30,North,Headphones,11,2000,22000
2025-07-31,East,Tablet,6,2000,12000
2025-07-31,East,Laptop,4,8000,32000
2025-07-31,North,Headphones,10,2000,20000
2025-07-31,South,Tablet,5,25000,125000
2025-08-01,South,Headphones,7,15000,105000
2025-08-01,South,Mobile,14,2000,28000
2025-08-02,North,Laptop,17,8000,136000
2025-08-02,East,Headphones,14,8000,112000
2025-08-02,West,Laptop,16,25000,400000
2025-08-02,East,Headphones,4,2000,8000
2025-08-02,South,Headphones,2,25000,50000
2025-08-03,East,Tablet,19,15000,285000
2025-08-03,East,Mobile,19,25000,475000
2025-08-03,West,Laptop,12,25000,300000
2025-08-04,South,Laptop,4,2000,8000
2025-08-04,East,Headphones,13,2000,26000
2025-08-04,South,Tablet,17,8000,136000
2025-08-05,South,Tablet,17,8000,136000
2025-08-05,West,Tablet,15,8000,120000
2025-08-06,West,Mobile,13,15000,195000
2025-08-06,North,Mobile,4,2000,8000
2025-08-07,East,Tablet,15,25000,375000
2025-08-07,East,Mobile,11,8000,88000
2025-08-07,North,Mobile,16,15000,240000
2025-08-07,North,Headphones,10,25000,250000
2025-08-07,East,Laptop,11,15000,165000
2025-08-08,South,Mobile,13,25000,325000
2025-08-08,North,Tablet,13,8000,104000
2025-08-08,North,Tablet,10,8000,80000
2025-08-09,South,Tablet,5,15000,75000
2025-08-09,West,Laptop,17,15000,255000
2025-08-09,South,Headphones,5,2000,10000
2025-08-10,South,Headphones,7,8000,56000
2025-08-10,South,Tablet,1,2000,2000
2025-08-10,North,Headphones,6,15000,90000
2025-08-11,South,Headphones,12,2000,24000
2025-08-11,North,Tablet,4,15000,60000
2025-08-11,South,Headphones,12,25000,300000
2025-08-12,South,Headphones,7,8000,56000
2025-08-12,East,Headphones,14,2000,28000
2025-08-12,South,Headphones,16,25000,400000
2025-08-13,South,Laptop,13,25000,325000
2025-08-13,West,Laptop,13,2000,26000
2025-08-13,West,Tablet,18,25000,450000
2025-08-13,East,Laptop,4,25000,100000
2025-08-14,East,Tablet,6,8000,48000
2025-08-14,East,Mobile,11,2000,22000
2025-08-15,East,Headphones,7,15000,105000
2025-08-15,South,Mobile,12,2000,24000
2025-08-15,West,Mobile,5,25000,125000
2025-08-15,North,Mobile,5,8000,40000
2025-08-15,East,Mobile,5,2000,10000
2025-08-16,East,Tablet,12,15000,180000
2025-08-16,North,Laptop,1,25000,25000
2025-08-17,West,Tablet,10,15000,150000
2025-08-17,East,Mobile,1,15000,15000
2025-08-18,North,Laptop,2,2000,4000
2025-08-18,South,Tablet,9,8000,72000
2025-08-18,South,Laptop,17,25000,425000
2025-08-18,South,Mobile,6,25000,150000
2025-08-18,North,Mobile,5,25000,125000
2025-08-19,West,Laptop,2,25000,50000
2025-08-19,South,Headphones,16,8000,128000
2025-08-19,North,Tablet,12,2000,24000
2025-08-20,West,Mobile,10,8000,80000
2025-08-20,West,Tablet,17,2000,34000
2025-08-20,West,Tablet,4,25000,100000
2025-08-20,West,Mobile,15,2000,30000
2025-08-21,North,Tablet,14,8000,112000
2025-08-21,North,Laptop,8,25000,200000
2025-08-21,West,Mobile,17,8000,136000
2025-08-21,South,Laptop,3,2000,6000
2025-08-21,West,Laptop,10,2000,20000
2025-08-22,South,Tablet,18,8000,144000
2025-08-22,East,Laptop,19,8000,152000
2025-08-22,West,Headphones,10,2000,20000
2025-08-22,West,Headphones,9,2000,18000
2025-08-23,North,Headphones,9,8000,72000
2025-08-23,East,Headphones,14,2000,28000
2025-08-24,South,Headphones,6,2000,12000
2025-08-24,South,Tablet,16,8000,128000
2025-08-24,North,Tablet,18,8000,144000
2025-08-25,South,Laptop,1,8000,8000
2025-08-25,West,Headphones,5,2000,10000
2025-08-25,West,Headphones,11,15000,165000
2025-08-25,West,Mobile,6,25000,150000
2025-08-25,South,Tablet,9,2000,18000
2025-08-26,South,Tablet,16,15000,240000
2025-08-26,East,Laptop,13,25000,325000
2025-08-26,West,Headphones,6,25000,150000
2025-08-26,East,Tablet,5,15000,75000
2025-08-27,North,Headphones,2,25000,50000
2025-08-27,South,Mobile,5,8000,40000
2025-08-27,North,Headphones,9,2000,18000
2025-08-27,South,Mobile,6,8000,48000
2025-08-28,West,Laptop,11,25000,275000
2025-08-28,East,Headphones,12,15000,180000
2025-08-28,North,Headphones,2,25000,50000
2025-08-28,East,Headphones,16,15000,240000
2025-08-28,West,Headphones,1,15000,15000
2025-08-29,West,Mobile,9,8000,72000
2025-08-29,East,Mobile,11,15000,165000
2025-08-29,East,Headphones,17,15000,255000
2025-08-29,West,Tablet,15,8000,120000
2025-08-30,North,Headphones,16,25000,400000
2025-08-30,South,Tablet,8,2000,16000
2025-08-30,West,Tablet,7,25000,175000
2025-08-30,North,Headphones,1,2000,2000
2025-08-31,East,Headphones,3,2000,6000
2025-08-31,South,Laptop,15,25000,375000
2025-08-31,East,Tablet,3,15000,45000
2025-08-31,North,Laptop,14,2000,28000
2025-09-01,West,Headphones,17,8000,136000
2025-09-01,North,Tablet,13,8000,104000
2025-09-01,South,Tablet,1,25000,25000
2025-09-02,East,Tablet,2,2000,4000
2025-09-02,South,Mobile,14,2000,28000
2025-09-02,North,Headphones,3,8000,24000
2025-09-02,South,Tablet,14,8000,112000
2025-09-03,North,Laptop,8,2000,16000
2025-09-03,South,Mobile,6,8000,48000
2025-09-03,South,Headphones,19,25000,475000
2025-09-03,East,Tablet,10,8000,80000
2025-09-03,North,Headphones,13,8000,104000
2025-09-04,East,Laptop,19,8000,152000
2025-09-04,West,Mobile,6,15000,90000
2025-09-04,North,Headphones,8,15000,120000
2025-09-05,North,Headphones,1,2000,2000
2025-09-05,West,Laptop,14,8000,112000
2025-09-05,North,Tablet,9,8000,72000
2025-09-06,South,Laptop,4,8000,32000
2025-09-06,West,Headphones,8,25000,200000
2025-09-06,North,Laptop,14,25000,350000
2025-09-07,West,Tablet,16,15000,240000
2025-09-07,South,Laptop,16,25000,400000
2025-09-08,East,Tablet,14,25000,350000
2025-09-08,North,Tablet,5,2000,10000
2025-09-08,West,Laptop,3,2000,6000
2025-09-08,North,Laptop,9,15000,135000
2025-09-08,North,Headphones,3,15000,45000
2025-09-09,West,Headphones,1,2000,2000
2025-09-09,North,Tablet,15,2000,30000
2025-09-09,West,Mobile,12,25000,300000
2025-09-10,East,Laptop,19,25000,475000
2025-09-10,West,Laptop,8,15000,120000
2025-09-10,East,Mobile,19,2000,38000
2025-09-10,East,Tablet,4,25000,100000
2025-09-11,North,Tablet,12,25000,300000
2025-09-11,West,Mobile,9,15000,135000
2025-09-11,West,Tablet,6,25000,150000
2025-09-11,South,Laptop,18,15000,270000
2025-09-11,North,Headphones,6,25000,150000
2025-09-12,West,Tablet,10,15000,150000
2025-09-12,North,Laptop,13,15000,195000
2025-09-12,East,Headphones,14,8000,112000
2025-09-12,West,Laptop,17,15000,255000
2025-09-13,South,Laptop,14,15000,210000
2025-09-13,South,Headphones,11,2000,22000
2025-09-14,North,Mobile,7,15000,105000
2025-09-14,North,Laptop,10,8000,80000
2025-09-14,South,Mobile,9,15000,135000
2025-09-14,West,Laptop,17,15000,255000
2025-09-14,North,Headphones,19,8000,152000
2025-09-15,East,Laptop,7,15000,105000
2025-09-15,West,Tablet,14,8000,112000
2025-09-15,East,Laptop,14,15000,210000
2025-09-15,North,Headphones,12,8000,96000
2025-09-16,West,Headphones,13,2000,26000
2025-09-16,North,Headphones,1,15000,15000
2025-09-16,South,Tablet,5,2000,10000
2025-09-16,North,Tablet,14,8000,112000
2025-09-16,South,Laptop,15,8000,120000
2025-09-17,East,Headphones,18,25000,450000
2025-09-17,South,Headphones,1,8000,8000
2025-09-18,South,Laptop,19,8000,152000
2025-09-18,West,Headphones,17,15000,255000
2025-09-18,West,Mobile,19,8000,152000
2025-09-18,North,Tablet,2,8000,16000
2025-09-18,North,Laptop,10,25000,250000
2025-09-19,East,Laptop,10,25000,250000
2025-09-19,South,Tablet,9,15000,135000
2025-09-19,East,Headphones,3,2000,6000
2025-09-19,South,Tablet,2,15000,30000
2025-09-20,East,Headphones,8,25000,200000
2025-09-20,North,Laptop,12,8000,96000
2025-09-20,East,Laptop,13,8000,104000
2025-09-21,North,Laptop,17,8000,136000
2025-09-21,East,Laptop,6,2000,12000
2025-09-21,North,Mobile,11,25000,275000
2025-09-22,East,Laptop,9,15000,135000
2025-09-22,South,Mobile,12,25000,300000
2025-09-22,West,Tablet,3,2000,6000
2025-09-22,West,Tablet,9,8000,72000
2025-09-22,East,Headphones,11,2000,22000
2025-09-23,South,Tablet,4,2000,8000
2025-09-23,North,Headphones,7,25000,175000
2025-09-23,West,Headphones,5,8000,40000
2025-09-23,West,Laptop,1,15000,15000
2025-09-23,East,Headphones,19,15000,285000
2025-09-24,West,Mobile,3,8000,24000
2025-09-24,East,Tablet,11,15000,165000
2025-09-24,North,Mobile,5,2000,10000
2025-09-25,West,Headphones,12,25000,300000
2025-09-25,North,Tablet,4,15000,60000
2025-09-25,North,Mobile,5,25000,125000
2025-09-26,West,Tablet,3,8000,24000
2025-09-26,North,Headphones,14,25000,350000
2025-09-26,East,Headphones,10,8000,80000
2025-09-26,South,Mobile,15,15000,225000
2025-09-26,South,Mobile,5,25000,125000
2025-09-27,North,Mobile,5,8000,40000
2025-09-27,East,Mobile,4,25000,100000
2025-09-28,North,Laptop,13,8000,104000
2025-09-28,East,Mobile,17,15000,255000
2025-09-28,West,Headphones,4,15000,60000
2025-09-28,North,Laptop,17,15000,255000
2025-09-28,South,Laptop,19,8000,152000
2025-09-29,South,Headphones,13,8000,104000
2025-09-29,South,Laptop,14,8000,112000
2025-09-29,West,Laptop,12,8000,96000
2025-09-30,West,Tablet,1,2000,2000
2025-09-30,East,Headphones,3,15000,45000
2025-09-30,East,Mobile,11,2000,22000
2025-09-30,East,Laptop,17,8000,136000
2025-10-01,South,Headphones,19,15000,285000
2025-10-01,East,Laptop,8,2000,16000
2025-10-01,North,Laptop,5,2000,10000
2025-10-01,South,Tablet,2,8000,16000
2025-10-01,South,Laptop,15,2000,30000
2025-10-02,North,Mobile,11,8000,88000
2025-10-02,West,Laptop,17,2000,34000
2025-10-02,West,Laptop,14,25000,350000
2025-10-03,South,Laptop,19,8000,152000
2025-10-03,South,Headphones,12,2000,24000
2025-10-03,West,Headphones,6,8000,48000
2025-10-03,East,Mobile,4,25000,100000
2025-10-03,East,Laptop,15,8000,120000
2025-10-04,West,Laptop,19,25000,475000
2025-10-04,North,Tablet,14,8000,112000
2025-10-04,South,Headphones,19,8000,152000
2025-10-04,East,Tablet,4,8000,32000
2025-10-05,East,Headphones,9,2000,18000
2025-10-05,West,Laptop,17,15000,255000
2025-10-06,North,Headphones,8,8000,64000
2025-10-06,East,Mobile,3,8000,24000
2025-10-07,North,Tablet,14,15000,210000
2025-10-07,East,Tablet,16,25000,400000
2025-10-08,South,Laptop,11,8000,88000
2025-10-08,South,Mobile,10,2000,20000
2025-10-08,South,Laptop,16,2000,32000
2025-10-08,South,Laptop,3,2000,6000
2025-10-08,South,Laptop,15,8000,120000
2025-10-09,South,Headphones,17,2000,34000
2025-10-09,East,Mobile,7,8000,56000
2025-10-09,North,Headphones,5,15000,75000
2025-10-09,East,Laptop,13,2000,26000
2025-10-10,North,Headphones,9,8000,72000
2025-10-10,North,Headphones,3,25000,75000
2025-10-10,East,Headphones,9,25000,225000
2025-10-10,South,Mobile,4,25000,100000
2025-10-10,East,Mobile,11,8000,88000
2025-10-11,East,Mobile,13,15000,195000
2025-10-11,West,Mobile,13,15000,195000
2025-10-11,East,Tablet,6,2000,12000
2025-10-11,South,Headphones,17,8000,136000
2025-10-11,South,Mobile,16,25000,400000
2025-10-12,South,Mobile,13,2000,26000
2025-10-12,East,Tablet,2,8000,16000
2025-10-12,East,Headphones,14,2000,28000
2025-10-12,South,Tablet,7,15000,105000
2025-10-12,East,Laptop,17,15000,255000
2025-10-13,North,Laptop,19,15000,285000
2025-10-13,East,Laptop,17,8000,136000
2025-10-13,East,Headphones,10,25000,250000
2025-10-14,West,Mobile,18,25000,450000
2025-10-14,South,Headphones,14,2000,28000
2025-10-14,North,Headphones,15,25000,375000
2025-10-14,South,Tablet,4,15000,60000
2025-10-14,East,Tablet,8,25000,200000
2025-10-15,East,Tablet,14,25000,350000
2025-10-15,South,Headphones,2,8000,16000
2025-10-15,East,Laptop,12,15000,180000
2025-10-15,East,Laptop,17,25000,425000
2025-10-15,North,Mobile,18,2000,36000
2025-10-16,South,Laptop,18,2000,36000
2025-10-16,North,Mobile,5,2000,10000
2025-10-16,North,Headphones,11,15000,165000
2025-10-17,East,Tablet,9,8000,72000
2025-10-17,South,Headphones,4,2000,8000
2025-10-18,East,Tablet,13,8000,104000
2025-10-18,North,Mobile,16,2000,32000
2025-10-18,West,Tablet,5,15000,75000
2025-10-19,East,Mobile,1,2000,2000
2025-10-19,East,Laptop,10,8000,80000
2025-10-19,East,Laptop,11,15000,165000
2025-10-20,North,Headphones,12,8000,96000
2025-10-20,North,Headphones,15,15000,225000
2025-10-21,North,Laptop,19,8000,152000
2025-10-21,West,Laptop,10,15000,150000
2025-10-21,North,Mobile,16,8000,128000
2025-10-22,West,Laptop,3,8000,24000
2025-10-22,West,Mobile,14,8000,112000
2025-10-22,West,Laptop,7,15000,105000
2025-10-22,North,Mobile,5,15000,75000
2025-10-22,West,Tablet,2,2000,4000
2025-10-23,North,Mobile,11,25000,275000
2025-10-23,West,Mobile,1,2000,2000
2025-10-24,East,Laptop,13,25000,325000
2025-10-24,North,Headphones,8,8000,64000
2025-10-25,South,Tablet,6,2000,12000
2025-10-25,West,Laptop,8,25000,200000
2025-10-25,South,Laptop,4,15000,60000
2025-10-25,West,Tablet,3,15000,45000
2025-10-25,North,Laptop,10,15000,150000
2025-10-26,East,Laptop,10,25000,250000
2025-10-26,North,Laptop,6,2000,12000
2025-10-26,South,Mobile,17,2000,34000
2025-10-26,South,Mobile,3,15000,45000
2025-10-26,East,Tablet,6,15000,90000
2025-10-27,South,Headphones,11,15000,165000
2025-10-27,West,Mobile,6,15000,90000
2025-10-27,West,Tablet,16,8000,128000
2025-10-27,North,Headphones,12,8000,96000
2025-10-27,South,Laptop,10,8000,80000
2025-10-28,South,Laptop,2,15000,30000
2025-10-28,South,Tablet,1,8000,8000
2025-10-28,South,Tablet,12,2000,24000
2025-10-28,West,Tablet,4,15000,60000
2025-10-29,West,Tablet,19,15000,285000
2025-10-29,West,Tablet,8,15000,120000
2025-10-29,East,Laptop,8,15000,120000
2025-10-29,South,Tablet,4,2000,8000
2025-10-30,North,Laptop,2,25000,50000
2025-10-30,West,Laptop,15,2000,30000
2025-10-30,East,Headphones,4,25000,100000
2025-10-30,West,Laptop,5,2000,10000
2025-10-31,West,Mobile,11,8000,88000
2025-10-31,West,Headphones,9,15000,135000
2025-10-31,East,Mobile,12,8000,96000
2025-10-31,South,Laptop,10,8000,80000
2025-10-31,North,Tablet,11,15000,165000
2025-11-01,West,Headphones,4,8000,32000
2025-11-01,East,Headphones,11,8000,88000
2025-11-02,North,Tablet,6,2000,12000
2025-11-02,South,Headphones,15,8000,120000
2025-11-03,South,Mobile,17,25000,425000
2025-11-03,North,Headphones,9,8000,72000
2025-11-04,South,Laptop,18,25000,450000
2025-11-04,East,Mobile,15,2000,30000
2025-11-04,North,Mobile,14,15000,210000
2025-11-04,South,Mobile,18,25000,450000
2025-11-04,South,Mobile,13,8000,104000
2025-11-05,East,Mobile,6,15000,90000
2025-11-05,West,Headphones,13,8000,104000
2025-11-05,West,Laptop,17,2000,34000
2025-11-06,North,Mobile,11,8000,88000
2025-11-06,West,Headphones,6,15000,90000
2025-11-06,West,Headphones,3,2000,6000
2025-11-06,West,Headphones,12,8000,96000
2025-11-07,North,Mobile,19,8000,152000
2025-11-07,East,Mobile,18,25000,450000
2025-11-08,West,Headphones,19,15000,285000
2025-11-08,East,Laptop,2,15000,30000
2025-11-08,East,Tablet,16,25000,400000
2025-11-09,East,Headphones,13,25000,325000
2025-11-09,West,Mobile,4,8000,32000
2025-11-09,South,Laptop,11,8000,88000
2025-11-10,East,Headphones,18,25000,450000
2025-11-10,North,Mobile,12,15000,180000
2025-11-11,South,Headphones,5,2000,10000
2025-11-11,West,Headphones,10,8000,80000
2025-11-12,North,Headphones,10,2000,20000
2025-11-12,West,Mobile,8,2000,16000
2025-11-12,East,Mobile,5,8000,40000
2025-11-12,North,Laptop,3,2000,6000
2025-11-13,North,Mobile,4,15000,60000
2025-11-13,South,Headphones,2,8000,16000
2025-11-14,West,Laptop,7,15000,105000
2025-11-14,East,Headphones,3,8000,24000
2025-11-15,East,Tablet,14,15000,210000
2025-11-15,South,Laptop,18,2000,36000
2025-11-16,South,Laptop,13,2000,26000
2025-11-16,West,Tablet,10,8000,80000
2025-11-17,North,Laptop,5,25000,125000
2025-11-17,North,Laptop,2,2000,4000
2025-11-17,North,Laptop,4,15000,60000
2025-11-17,West,Tablet,19,15000,285000
2025-11-18,West,Mobile,19,8000,152000
2025-11-18,North,Headphones,7,8000,56000
2025-11-18,East,Tablet,8,15000,120000
2025-11-18,North,Mobile,4,8000,32000
2025-11-19,West,Tablet,18,2000,36000
2025-11-19,North,Laptop,8,15000,120000
2025-11-19,West,Tablet,16,8000,128000
2025-11-20,West,Mobile,4,25000,100000
2025-11-20,East,Tablet,5,15000,75000
2025-11-20,East,Tablet,8,8000,64000
2025-11-21,West,Mobile,10,2000,20000
2025-11-21,East,Mobile,17,8000,136000
2025-11-22,West,Headphones,13,15000,195000
2025-11-22,East,Mobile,9,15000,135000
2025-11-23,North,Headphones,6,15000,90000
2025-11-23,North,Mobile,8,8000,64000
2025-11-24,South,Laptop,3,2000,6000
2025-11-24,East,Mobile,15,2000,30000
2025-11-24,West,Headphones,6,8000,48000
2025-11-24,East,Headphones,15,15000,225000
2025-11-25,North,Tablet,18,25000,450000
2025-11-25,South,Laptop,16,8000,128000
2025-11-26,South,Laptop,16,8000,128000
2025-11-26,East,Mobile,4,8000,32000
2025-11-26,West,Headphones,8,15000,120000
2025-11-26,West,Tablet,10,25000,250000
2025-11-27,East,Mobile,9,15000,135000
2025-11-27,East,Headphones,10,25000,250000
2025-11-27,North,Laptop,4,2000,8000
2025-11-27,West,Tablet,5,25000,125000
2025-11-27,North,Laptop,19,2000,38000
2025-11-28,North,Tablet,2,2000,4000
2025-11-28,East,Headphones,7,8000,56000
2025-11-29,North,Tablet,7,15000,105000
2025-11-29,South,Laptop,17,25000,425000
2025-11-29,East,Laptop,9,15000,135000
2025-11-30,South,Headphones,3,15000,45000
2025-11-30,East,Laptop,12,2000,24000
2025-11-30,East,Laptop,1,15000,15000
2025-12-01,South,Tablet,4,2000,8000
2025-12-01,West,Headphones,4,25000,100000
2025-12-01,North,Tablet,11,2000,22000
2025-12-01,East,Headphones,14,25000,350000
2025-12-02,South,Mobile,4,2000,8000
2025-12-02,East,Laptop,19,25000,475000
2025-12-03,North,Laptop,8,8000,64000
2025-12-03,North,Laptop,5,8000,40000
2025-12-04,South,Headphones,13,2000,26000
2025-12-04,West,Mobile,3,8000,24000
2025-12-04,West,Headphones,11,25000,275000
2025-12-04,North,Headphones,4,2000,8000
2025-12-04,East,Mobile,19,15000,285000
2025-12-05,West,Tablet,14,2000,28000
2025-12-05,East,Tablet,18,2000,36000
2025-12-06,East,Tablet,18,2000,36000
2025-12-06,West,Headphones,1,15000,15000
2025-12-06,West,Mobile,11,15000,165000
2025-12-06,East,Headphones,17,25000,425000
2025-12-07,North,Laptop,14,15000,210000
2025-12-07,South,Headphones,1,25000,25000
2025-12-08,West,Laptop,19,25000,475000
2025-12-08,North,Tablet,2,25000,50000
2025-12-08,East,Tablet,4,15000,60000
2025-12-09,West,Mobile,7,8000,56000
2025-12-09,East,Mobile,19,2000,38000
2025-12-10,North,Headphones,18,8000,144000
2025-12-10,South,Laptop,8,25000,200000
2025-12-10,South,Laptop,10,15000,150000
2025-12-11,South,Mobile,5,2000,10000
2025-12-11,South,Laptop,5,25000,125000
2025-12-11,South,Headphones,9,15000,135000
2025-12-12,North,Headphones,7,8000,56000
2025-12-12,East,Mobile,2,15000,30000
2025-12-12,East,Headphones,2,2000,4000
2025-12-12,West,Mobile,6,25000,150000
2025-12-13,East,Tablet,7,8000,56000
2025-12-13,North,Tablet,6,2000,12000
2025-12-13,East,Laptop,12,8000,96000
2025-12-14,East,Tablet,2,25000,50000
2025-12-14,North,Mobile,3,25000,75000
2025-12-14,East,Tablet,10,15000,150000
2025-12-14,North,Headphones,16,25000,400000
2025-12-14,North,Tablet,4,8000,32000
2025-12-15,South,Laptop,4,15000,60000
2025-12-15,East,Mobile,10,15000,150000
2025-12-15,East,Tablet,19,2000,38000
2025-12-15,North,Tablet,4,25000,100000
2025-12-15,South,Laptop,13,2000,26000
2025-12-16,North,Laptop,4,8000,32000
2025-12-16,North,Laptop,4,8000,32000
2025-12-17,South,Headphones,9,15000,135000
2025-12-17,South,Mobile,6,2000,12000
2025-12-18,North,Mobile,18,8000,144000
2025-12-18,South,Mobile,3,2000,6000
2025-12-18,East,Laptop,15,8000,120000
2025-12-19,North,Tablet,9,8000,72000
2025-12-19,South,Tablet,17,8000,136000
2025-12-19,North,Laptop,10,25000,250000
2025-12-19,West,Laptop,8,8000,64000
2025-12-19,North,Laptop,15,2000,30000
2025-12-20,East,Headphones,1,15000,15000
2025-12-20,South,Laptop,11,2000,22000
2025-12-20,South,Headphones,11,15000,165000
2025-12-20,South,Tablet,1,8000,8000
2025-12-20,West,Mobile,16,8000,128000
2025-12-21,South,Mobile,19,2000,38000
2025-12-21,East,Tablet,13,2000,26000
2025-12-21,South,Tablet,10,25000,250000
2025-12-22,East,Headphones,14,2000,28000
2025-12-22,East,Mobile,10,15000,150000
2025-12-23,North,Mobile,11,15000,165000
2025-12-23,East,Laptop,1,25000,25000
2025-12-24,North,Mobile,2,15000,30000
2025-12-24,South,Tablet,6,25000,150000
2025-12-25,West,Mobile,11,15000,165000
2025-12-25,East,Headphones,18,25000,450000
2025-12-25,East,Mobile,11,25000,275000
2025-12-25,North,Laptop,4,25000,100000
2025-12-25,West,Tablet,11,25000,275000
2025-12-26,West,Headphones,15,15000,225000
